Source sentence,Answer sentence,Event1,Event2,labels
"Her lawyer negotiated with court officials to change the venue of her 90 - day treatment , and the actress traveled to nearby Rancho Mirage to register as a patient . ",treatment is the cause of register ,treatment ,register ,Cause-Effect
"Aceh was hit extremely hard by the massive ""Boxing Day"" earthquake and tsunami in 2004 , killing 170 , 000 people in Sumatra alone - with 35 , 000 bodies never recovered . ",tsunami is the cause of killing ,tsunami ,killing ,Cause-Effect
"Kenneth Dorsey says the woman accused of killing two co - workers and critically injuring a third at the Kraft plant in Northeast Philly is a good person . And so were the two women she's accused of gunning down with a . 357 Magnum , just minutes after she'd been suspended and escorted from the building . ",injuring have no relationship to gunning down ,injuring ,gunning down ,NONE
"Indian Navy patrolling the Gulf of Aden yesterday thwarted a multi - boat attack by sea brigands on merchant vessels , apprehending 26 Somali pirates and confiscating arms and ammunition , in the fifth successful anti - piracy operation since September . Indian Navy foils attack in Gulf of Aden , nabs 26 pirates ",patrolling is the cause of foils ,patrolling ,foils ,Cause-Effect
Prosecutors have released new video in the trial of two men accused of killing a Brownsville mother of 12 in Oct . 2011 . ,killing is the cause of accused ,killing ,accused ,Cause-Effect
"Cheeks is in . Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",in is the cause of spun ,in ,spun ,Cause-Effect
"Rescuers were struggling to find the children still trapped after the mosque collapse in Blang Mancung village , Central Aceh district . In 2004 a massive tremor sparked a tsunami that killed 170 , 000 people in the province and tens of thousands more in countries around the Indian Ocean . ",trapped have no relationship to tsunami ,trapped ,tsunami ,NONE
"TDCJ officials could answer few questions about how convicted rapist Arcade Joseph Comeaux Jr . , 49 , escaped Monday from a prison van in Baytown after pulling a gun and handcuffing two transport officers , stealing their three guns and walking away . After facing serious questions about how 900 prohibited cell phones were smuggled into Texas prisons this year , along with drugs and weapons , the Texas Department of Criminal Justice found itself on the defensive again Tuesday while trying to find an inmate who escaped despite being shackled to a wheelchair . ",walking is the cause of defensive ,walking ,defensive ,Cause-Effect
"Her latest stay at Betty Ford comes after Lohan rear - ended a truck with her Porsche on Pacific Coast Highway on June 8 , and then lied to police , telling them she was not driving . Lohan was previously at Betty Ford from September 2010 to January 2011 after a probation violation in a prior drunk driving case . ",telling have no relationship to violation ,telling ,violation ,NONE
The case continued in his absence and a three day trial hearing was penciled in for October - the 23 - year old's due to enter his plea in September . TRIAL DATE SET FOR MAN ACCUSED OF DOUBLE MURDER IN MILLOM ,enter have no relationship to DOUBLE MURDER ,enter ,DOUBLE MURDER ,NONE
"Sudan has denied striking South Sudanese territory . According to an aid worker with knowledge of the event , two bombs fell on an airstrip , one hit a school and one landed on a market , but did not detonate . ",striking is the cause of detonate ,striking ,detonate ,Cause-Effect
"The heist near the upscale Place Vendome is the latest to hit France after a spate of high - profile robberies in the southern resort of Cannes . The police source , who wished to remain anonymous , said the men drove a large 4×4 car into the store in the early hours of the morning , and grabbed jewellery and luxury watches worth an estimated €2 million . ",hit have no relationship to wished ,hit ,wished ,NONE
"The New Zealand - born man , who lived in Australia , had been dropped off by helicopter and was walking to a hut when he fell in the Tasman Glacier area . ",walking is the cause of fell ,walking ,fell ,Cause-Effect
"A fire - bomb attack on a bank in Greece killed at least three people Wednesday as police fought pitched battles with striking protestors furious at brutal budget cuts designed to avert national bankruptcy . Hooded youths hurled petrol bombs at stores and businesses in the center of the capital Athens and demonstrators tried to storm parliament during the general strike , as the rioting spread to the northern city of Thessaloniki . ",cuts is the cause of strike ,cuts ,strike ,Cause-Effect
"Comeaux , 49 , escaped from a prison van in Baytown after he pulled a gun on two TDCJ officers driving him to another prison in Beaumont . The Nov . 30 escape by Arcade Joseph Comeaux Jr . , a convicted rapist recaptured last month after eight days on the run in Baytown and Houston , has led to unprecedented fallout at the prison unit where he was housed , with the largest number of TDCJ employees ever facing termination or disciplinary action because of a single incident , said TDCJ Inspector General John Moriarty . ",escaped is the cause of termination ,escaped ,termination ,Cause-Effect
"Wladimir Klitschko stopped Tony Thompson in the sixth round to keep a comfortable hold on his WBA , IBF and WBO heavyweight titles Saturday night . Wladimir Klitschko stops Tony Thompson in 6th round to retain world heavyweight belts ",stopped is the cause of retain ,stopped ,retain ,Cause-Effect
"South Sudan accuses Sudan of air strike on refugee camp A Reuters correspondent heard a large explosion in the Yida refugee camp , then saw a crater about two meters ( 6 . 6 feet ) wide , an unexploded bomb wedged in the side of a school building and a white aircraft flying north . ",air strike is the cause of wedged ,air strike ,wedged ,Cause-Effect
"Indonesia earthquake : 24 dead and over 200 injured as 6 . 1 magnitude quake hits Aceh province In neighbouring Central Aceh district , 10 people were killed , 140 were injured and about 1 , 500 houses and buildings were damaged , Nugroho said . ",6  1 magnitude quake is the cause of damaged ,6  1 magnitude quake ,damaged ,Cause-Effect
"A statement from the Defence PRO says the incident happened yesterday when INS Sukanya was escorting a group of merchant vessels . Indian Naval ship , INS Sukanya , thwarted a piracy attack in the Gulf of Aden and captured three boats of the pirates . ",escorting is the cause of thwarted ,escorting ,thwarted ,Cause-Effect
Jose Luis Orozco showed almost no emotion throughout the three - week trial in which he was convicted of the 2005 murder of Los Angeles County Sheriff's Deputy Jerry Ortiz . A convicted cop killer laughed Tuesday after hearing a jury's ruling that he be put to death . ,trial have no relationship to laughed ,trial ,laughed ,NONE
"After the shooting Gray was rushed to a hospital but was declared dead on arrival . Brooklynites on Twitter reported that police followed the march and searched apartment buildings in the neighborhood without warrants , looking for children who had been seen throwing bottles at police from neighborhood rooftops . ",declared have no relationship to march ,declared ,march ,NONE
"Hiller told homicide detectives that her mounting frustration finally culminated in September , when she went on a shooting rampage through the Kraft Foods plant in Northeast Philadelphia , where she had worked for 15 years . ",frustration is the cause of shooting ,frustration ,shooting ,Cause-Effect
Indonesia earthquake : 24 dead and over 200 injured as 6 . 1 magnitude quake hits Aceh province ,injured is the cause of 6  1 magnitude quake ,injured ,6  1 magnitude quake ,Cause-Effect
"A refugee camp in South Sudan's Unity state was bombed on Thursday , South Sudan officials and witnesses said , threatening to raise tensions with Sudan . A reporter heard a large explosion in the Yida refugee camp , then saw a crater about two metres wide , an unexploded bomb wedged in the side of a school building and a white aircraft flying north . ",bombed is the cause of explosion ,bombed ,explosion ,Cause-Effect
"Wladimir Klitschko stops Tony Thompson in 6th round to retain world heavyweight belts Wladimir Klitschko stopped Tony Thompson in the sixth round to keep a comfortable hold on his WBA , IBF and WBO heavyweight titles Saturday night . ",stops is the cause of keep a hold on ,stops ,keep a hold on ,Cause-Effect
Williams was booked into county jail and later released on bail . ,booked into is the cause of released ,booked into ,released ,Cause-Effect
"The quake , which struck at 1353 ( 1023 GMT ) , was felt in the neighbouring Gulf states of Oman and the UAE . A powerful earthquake has hit southern Iran , killing at least 10 people , injuring dozens more and damaging several villages , officials say . ",felt have no relationship to damaging ,felt ,damaging ,NONE
"He put on one officer's gray uniform and black boots , then stole a 12 - gauge shotgun and two semi - automatic pistols before fleeing on foot , leaving his pistol behind . TDCJ officials could answer few questions about how convicted rapist Arcade Joseph Comeaux Jr . , 49 , escaped Monday from a prison van in Baytown after pulling a gun and handcuffing two transport officers , stealing their three guns and walking away . ",fleeing is the cause of answer ,fleeing ,answer ,Cause-Effect
"A convicted sex offender who was the subject of a weeklong manhunt after pulling off a daring escape during a prison transfer was captured Monday after authorities received several phone tips , including one from a salesman who recognized the inmate outside his business . ",recognized is the cause of captured ,recognized ,captured ,Cause-Effect
"Strong earthquake jolts southern Iran , felt in Oman An earthquake measuring at least magnitude - 5 . 9 shook a sparsely populated area of southern Iran on Sunday , flattening seven villages and killing 10 people , officials said . ",earthquake is the cause of shook ,earthquake ,shook ,Cause-Effect
"Protesters enraged over the fatal shooting of a teenager by police poured into Brooklyn streets for a third straight night Wednesday , pitching bricks , bottles and garbage in furious clashes with cops . Enraged protesters battle cops in Brooklyn streets during third night of rioting after it's revealed that 16 - year - old Kimani Gray was shot in the back ",shooting is the cause of Enraged ,shooting ,Enraged ,Cause-Effect
Andrew Lopez was found guilty of second - degree murder and two counts of first - degree assault in the death of Zurana Horton . Jury finds Andrew Lopez guilty in murder of Zurana Horton ,death is the cause of guilty ,death ,guilty ,Cause-Effect
San Diego lineman arrested on suspicion of DUI ,DUI is the cause of arrested ,DUI ,arrested ,Cause-Effect
"Wladimir Klitschko stopped Tony Thompson in the sixth round to retain his WBA , IBF and WBO heavyweight title belts Saturday night . The 36 - year - old champion Klitschko , 58 - 3 with 51 knockouts , floored Thompson with a big right hand near the end of the fifth round at Stade de Suisse , and the 40 - year - old American never recovered . ",stopped have no relationship to recovered ,stopped ,recovered ,NONE
Brooklyn vigil for slain teen killed by NYPD snowballs into full blown riot Dozens gathered to remember 16 - year - old Kimani Gray . ,slain is the cause of remember ,slain ,remember ,Cause-Effect
"Wladimir Klitschko stopped Tony Thompson in the sixth round to retain his WBA , IBF and WBO heavyweight title belts on Saturday . The Ukrainian champion dropped Thompson again in the sixth , and referee Sam Williams gave the challenger a standing count before stopping the fight . ",stopped have no relationship to dropped ,stopped ,dropped ,NONE
"""I see many houses were damaged and their roofs fell onto some people , "" said Bensu Elianita , a 22 - year - old resident in Bukit Sama village in Central Aceh district . ",fell onto have no relationship to see ,fell onto ,see ,NONE
"Dozens injured as 6 . 1 - magnitude quake hits Indonesia's Aceh A 6 . 1 - magnitude earthquake which hit the Indonesian province of Aceh on Tuesday killed at least one person , injured dozens and destroyed buildings , sparking panic in a region devastated by the quake - triggered tsunami of 2004 . ",6  1  magnitude quake is the cause of killed ,6  1  magnitude quake ,killed ,Cause-Effect
"Although formal identification has not yet taken place , Cumbria police announced the identities of the victims and Mr Jenkin , who has also been charged with animal cruelty after the family dog was found dead at the house . ",animal cruelty is the cause of charged ,animal cruelty ,charged ,Cause-Effect
"Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . ",spun is the cause of replacement ,spun ,replacement ,Cause-Effect
"O'Brien , fired on June 8 , is seeking up to $6 million in a breach - of - contract suit against Ohio State . ",suit have no relationship to seeking ,suit ,seeking ,NONE
"Four men rammed their car into an upmarket jewellery store in central Paris on Monday , smashing the shop window and making off with a €2 million ( $2 . 6 - million ) booty , a police source said . The police source , who wished to remain anonymous , said the men drove a large four - by - four car into the store in the early hours of the morning and grabbed jewellery and luxury watches worth an estimated €2 million . ",smashing have no relationship to grabbed ,smashing ,grabbed ,NONE
He was in prison after being convicted of aggravated sexual assault of a child and aggravated assault with a deadly weapon . Comeaux is accused of using a gun which was smuggled in to him for the escape . ,convicted have no relationship to smuggled ,convicted ,smuggled ,NONE
TRIAL DATE SET FOR MAN ACCUSED OF DOUBLE MURDER IN MILLOM The case continued in his absence and a three day trial hearing was penciled in for October - the 23 - year old's due to enter his plea in September . ,ACCUSED is the cause of hearing ,ACCUSED ,hearing ,Cause-Effect
"Services on Egypt's three telecom operators were disrupted in parts of Alexandria on Tuesday afternoon , and some users in Cairo experienced slower internet connections due to ""downtime"" in a submarine cable . Submarine cable problem disrupts telecom services in Alexandria ",disrupted is the cause of telecom services ,disrupted ,telecom services ,Cause-Effect
"The sixth aftershock shook this southern Iranian island in the Persian Gulf on Monday as death toll from a strong earthquake a day before rose to 10 . The tremor also damaged hospitals on the island , including one which was reported to have stopped providing medical service . ",earthquake is the cause of service ,earthquake ,service ,Cause-Effect
"Matanuska Maid Building Burns Down Alaska lost part of its history on Tuesday , when a pre - dawn blaze demolished the old Matanuska Maid Dairy warehouse building in Palmer . ",Burns Down have no relationship to demolished ,Burns Down ,demolished ,NONE
"The fire was extinguished by 7 a . m . , after fire crews attacked it from all sides . The old Matanuska Maid dairy building in Palmer was nearly destroyed by a fire early Tuesday morning , according to Palmer officials . ",fire have no relationship to fire ,fire ,fire ,NONE
"Hawaiian Gardens Gangmember Convicted Of Murdering Lakewood Stn . Sheriff's Deputy Jerry Ortiz A Superior Court jurty in Norwalk today convicted a Hawaiian Gardens gang member of murdering L . A . County Sheriff's Deputy Jerry Ortiz in June , 2005 . ",Murdering is the cause of convicted ,Murdering ,convicted ,Cause-Effect
"Nothing bad is going to happen . "" ""My client is ensconced in the bosom of that facility right now , "" Heller argued after a prosecutor objected to Lohan's choice of rehab facilities . ",happen have no relationship to ensconced ,happen ,ensconced ,NONE
"Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings . On the streets of Athens , demonstrators chanted ""Thieves , thieves ! "" as they attempted to break through a riot police cordon guarding Parliament and chased ceremonial guards away from the Tomb of the Unknown Soldier in front of the building . ",storm is the cause of chased ,storm ,chased ,Cause-Effect
"The Mean Girls star just checked - in to the Cliffside Rehab Center in Malibu , where she will receive extended treatment , TMZ reports . Lindsay Lohan Checks Out Of Betty Ford Treatment Center And Into Malibu Rehab ",receive have no relationship to Into ,receive ,Into ,NONE
"San Diego Chargers Defensive Tackle Faces DUI Charges Jamal Williams , the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday , February 1 , 2009 . ",DUI is the cause of arrested ,DUI ,arrested ,Cause-Effect
"Police intervened after more than 100 people joined together for a candlelit vigil in the East Flatbush neighborhood in Brooklyn , New York , where 16 - year - old Kimani Gray was shot multiple times by police on Saturday . ",shot is the cause of vigil ,shot ,vigil ,Cause-Effect
"The shootings happened shortly after 8 : 30 p . m . Thursday . Minutes after a woman was suspended and escorted from her job at the Kraft Foods plant in Northeast Philadelphia , she returned with a . 357 Magnum and opened fire , killing two women and critically injuring a third co - worker before being taken into custody , police said . ",happened have no relationship to killing ,happened ,killing ,NONE
"Both guards were released after being forced to drive to the Baytown area , where Comeaux ran way . Texas convict Arcade Joseph Comeaux Jr . , riding in wheelchair , pulls gun on guards , escapes on foot ",forced have no relationship to pulls ,forced ,pulls ,NONE
"The earthquake reduced houses in parts of Aceh to rubble , set off several landslides and badly damaged roads . ",earthquake is the cause of damaged ,earthquake ,damaged ,Cause-Effect
The fire was reported at 3 : 33 a . m . and is under investigation by the Palmer Police and the State Fire Marshal . ,fire have no relationship to reported ,fire ,reported ,NONE
"Four men rammed their car into an upmarket jewellery store in central Paris on Monday , smashing the shop window and making off with a €2 million ( $2 . 6 - million ) booty , a police source said . The heist near the upscale Place Vendôme is the latest to hit France after a spate of high - profile robberies in the southern resort of Cannes . ",smashing is the cause of heist ,smashing ,heist ,Cause-Effect
"This is the fifth successful anti - piracy operation conducted by INS Sukanya in the course of her ongoing patrol mission in the Gulf of Aden that commenced in September , the navy said . Indian Navy foils attack in Gulf of Aden , nabs 26 pirates ",operation is the cause of foils ,operation ,foils ,Cause-Effect
Cheeks will be introduced as Philadelphia's 21st head coach at a Tuesday news conference . ,introduced is the cause of conference ,introduced ,conference ,Cause-Effect
"On Friday , 36 - year - old Duncan Raite died after slipping and falling about 60 metres ( 200 feet ) from a ridge . ",falling is the cause of died ,falling ,died ,Cause-Effect
"Iran Villagers Shelter In Tents After Killer Quake Iranian rescue workers handed out blankets , food and water Monday to survivors of a powerful earthquake on a Gulf island that killed 10 people and forced villagers to spend the night in tents . ",Shelter have no relationship to handed out ,Shelter ,handed out ,NONE
"Orozco , 29 , was found guilty by the same jury last month of first - degree murder with the special circumstances of murder of a police officer and possession of a firearm by a felon . ",murder have no relationship to possession ,murder ,possession ,NONE
"Wladimir Klitschko stopped Tony Thompson in the sixth round to keep a comfortable hold on his WBA , IBF and WBO heavyweight titles Saturday night . ",stopped is the cause of keep a hold on ,stopped ,keep a hold on ,Cause-Effect
"Meanwhile , local Internet Service Providers ( ISPs ) who use bandwidth on the SEACOM cable have been scrambling to implement contingency plans to keep their customers connected . SEACOM downtime has local ISPs scrambling to keep customers online ; MWEB issues an update ",plans is the cause of online ,plans ,online ,Cause-Effect
Horton was struck by a stray bullet as Lopez targeted rival gang members . He faces up to 75 years to life in prison when he's sentenced May 7 . ,targeted have no relationship to faces ,targeted ,faces ,NONE
"This frightening surveillance video was presented at the Brooklyn Supreme Court on Thursday during the trial of two men accused in killing Zurana Horton , 34 , a mother of 12 , in 2011 and wounding two others , including an 11 - year - old girl . Lopez , who was 18 at the time of the shooting , confessed to being the rooftop sniper according to initial reports by the New York Daily News . ",presented have no relationship to reports ,presented ,reports ,NONE
"The site manager at the Waitrose supermarket in Wellington that has been damaged by fire , says it will take a couple of days to assess how much work needs to be done . ",assess have no relationship to damaged ,assess ,damaged ,NONE
"A goth was being questioned on suspicion of murder yesterday after his mother and sister were found dead at home . John Jenkin , 23 , was arrested near the terraced house where Alice McMeekin , 58 , and Katie Jenkin , 20 , and a dead dog , thought to be the family's pet collie , were discovered ",dead is the cause of arrested ,dead ,arrested ,Cause-Effect
"Zurana Horton , 34 , a mother of 12 , was fatally shot in 2011 while picking up her daughter , 11 , from school Jury shown horrific moment innocent mother is shot dead shielding her child when she's caught up in gang attack as she picks up daughter from school ",shot have no relationship to picks up ,shot ,picks up ,NONE
"A five - boat pirate attack on merchant vessels transiting the Gulf of Aden was foiled by an Indian warship that was on escort duty , capturing 26 Somani brigands on three of the skiffs and confiscating their weapons , a naval officer said here Friday . ",foiled is the cause of confiscating ,foiled ,confiscating ,Cause-Effect
"Indian Navy patrolling the Gulf of Aden yesterday thwarted a multi - boat attack by sea brigands on merchant vessels , apprehending 26 Somali pirates and confiscating arms and ammunition , in the fifth successful anti - piracy operation since September . Indian Navy foils attack in Gulf of Aden , nabs 26 pirates ",confiscating is the cause of foils ,confiscating ,foils ,Cause-Effect
"Now that Lohan is back at Betty Ford Center , she has also decided to rehire her former attorney Shawn Holley , who had been at her side during many of her courtroom appearances . Santa Monica Chief Deputy City Attorney Terry White confirmed to the The Associated Press that Lohan has checked into an approved rehab facility . ",decided have no relationship to approved ,decided ,approved ,NONE
"Ten dead in southern Iran quake Heydar Alishbandi , Governor of Qeshm island , said five villages had been badly hit , but the worst - affected areas appeared to be in the less - populated west . ",quake is the cause of affected ,quake ,affected ,Cause-Effect
Jewellery and watches worth £1 . 7m have been stolen during a heist in an upmarket central Paris shop . Paris : Jewellery Stolen In Casty Shop Raid ,stolen have no relationship to Stolen ,stolen ,Stolen ,NONE
"The day following Rait ’ s death an inexperienced and reportedly ill - equipped mountain climber with rental gear , 31 - year - old Robert Buckley of the U . K . but living in Christchurch , New Zealand , slipped on ice and fell 700 meters to his own death elsewhere in the same National Park . Australian Ski Mountaineer Dies in Fall in New Zealand ",living have no relationship to Dies ,living ,Dies ,NONE
"Ryan Boyette , a former aid worker who lives in Sudan who is now leading a team of 15 citizen journalists , said he talked to five aid workers in the Yida camp , all of whom said that four bombs were dropped but that they caused no casualties . Hutson said at least 15 , 000 refugees who fled violence in Sudan are living in the Yida camp . ",said have no relationship to living ,said ,living ,NONE
"Military aircraft from Sudan crossed the new international border with South Sudan and dropped bombs Thursday in and around a camp filled with refugees , officials said . A government official initially reported deaths , but an American activist who spoke to aid workers at the camp later said there were no casualties . ",dropped is the cause of casualties ,dropped ,casualties ,Cause-Effect
"Deputy's Alleged Killer Held Before he was fatally shot , Los Angeles County Sheriff's Deputy Jerry Ortiz was looking for a man considered to be a ""career criminal"" and was hoping to arrest him on suspicion of attempted murder , officials said Saturday . ",Held have no relationship to said ,Held ,said ,NONE
This anti - piracy action by INS Sukanya was the fifth successful operation by its crew during its current patrol mission in the Gulf of Aden since September this year . New Delhi / Mumbai : An Indian warship foiled a five - boat pirate attack on merchant vessels transiting the Gulf of Aden on Friday capturing 26 Somani brigands on three of the skiffs and confiscating their weapons . ,patrol have no relationship to transiting ,patrol ,transiting ,NONE
"The tremor also damaged hospitals on the island , including one which was reported to have stopped providing medical service . A series of aftershocks have hit the island since it was first rocked by a magnitude - 5 . 9 earthquake early Sunday afternoon . ",tremor is the cause of rocked ,tremor ,rocked ,Cause-Effect
"The quake hit inland at 0737 GMT at a depth of just 10 kilometres , 55 kilometres south of Bireun and 72 kilometres southeast of Reuleuet , the US Geological Survey said . Dozens injured as 6 . 1 - magnitude quake hits Indonesia's Aceh ",hit have no relationship to injured ,hit ,injured ,NONE
"Monday's shooting follows two last week in public places in Atlanta , Georgia , and Seattle , Washington . A female receptionist died and two men , believed to be ""management level employees , "" underwent surgery for gunshot wounds at Royal Oak Beaumont Hospital , Scherlinck said . ",two have no relationship to believed ,two ,believed ,NONE
"Two , she shot and killed there in the room . 2 Dead , 1 Wounded in Shooting at NE Phila . Kraft Plant ",shot is the cause of Dead ,shot ,Dead ,Cause-Effect
Another peace officer has been gunned down in cold blood . Officer Ortiz was knocking on doors down in the city of Hawaiian Gardens looking for gang members and he was shot point blank range in the head by gang member Jose Luis Orozco . ,gunned down have no relationship to shot ,gunned down ,shot ,NONE
"23 - year - old John Jenkin , of Millom , has been charged with the murder of his 58 - year - old mother , Alice McMeekin , and sister , Kathryn Jenkin , 20 , who is from Aberdare . Brother double - murder charge ",murder is the cause of charge ,murder ,charge ,Cause-Effect
He was in prison after being convicted of aggravated sexual assault of a child and aggravated assault with a deadly weapon . ,assault have no relationship to convicted ,assault ,convicted ,NONE
We're certainly pleased with the fact that the investigation has identified Mr . Lopez and he's made statements and apparently made a full confession . ,confession is the cause of pleased ,confession ,pleased ,Cause-Effect
"Arcade Joseph Comeaux Jr , Prison Inmate , Pulls Gun On And Handcuffs Guards , Runs Away The escape triggered a lockdown at Lee College and three campuses in the Goose Creek school district , in and around Baytown . ",Handcuffs is the cause of escape ,Handcuffs ,escape ,Cause-Effect
"Dozens have been reported injured . The epicenter of the quake was roughly 55 kilometers from the town of Bireuen , a regency of the larger Aceh province , and took place at 7 : 37 AM local time according to data from the US Geological Survey . ",reported have no relationship to took place ,reported ,took place ,NONE
"AN EARTHQUAKE killed six children and left 14 others trapped when a mosque collapsed during a Koran reading session in Indonesia's Aceh province , bringing the confirmed death toll from the disaster to 11 . The earthquake reduced houses in parts of Aceh to rubble , set off several landslides and badly damaged roads . ",EARTHQUAKE is the cause of damaged ,EARTHQUAKE ,damaged ,Cause-Effect
"At a hearing on Tuesday , assistant district attorney Gail Fairman described 43 - year - old Yvonne Hiller as a “ methodical killer ” who waved a gun within a foot of a security guard ’ s face to regain access to the plant less than ten minutes after she had been escorted out . ",escorted is the cause of access ,escorted ,access ,Cause-Effect
Horton died instantly from a shot in the face and chest when she attempted to protect students from gunfire . An 18 - year old male confessed to the gang related murder of a Brooklyn mother who tried to protect a group of school children from harm by shielding them . ,gunfire is the cause of shielding ,gunfire ,shielding ,Cause-Effect
"Chargers defensive tackle Jamal Williams was arrested on suspicion of drunken driving , the team's second such arrest in less than a month . Williams gave a blood sample for a blood - alcohol test , but the results won't be known for a few weeks . ",arrest is the cause of gave ,arrest ,gave ,Cause-Effect
"A repair vessel has been notified of the call - out and mobilization will occur immediately once permits are received , "" SEACOM said in an official statement . ",call  out is the cause of mobilization ,call  out ,mobilization ,Cause-Effect
"The Ukrainian champion dropped Thompson again in the sixth , and referee Sam Williams gave the challenger a standing count before stopping the fight . In 2008 , Klitschko stopped Thompson in the 11th round . ",count have no relationship to stopped ,count ,stopped ,NONE
"Four men rammed their car into an up - market jewellery store in central Paris today , smashing the shop window and making off with a €2 million ( R26 million ) booty , a police source said . France hit by another jewellery heist ",smashing is the cause of heist ,smashing ,heist ,Cause-Effect
"A 6 . 1 - magnitude earthquake which hit the Indonesian province of Aceh on Tuesday killed at least one person , injured dozens and destroyed buildings , sparking panic in a region devastated by the quake - triggered tsunami of 2004 . ",which is the cause of destroyed ,which ,destroyed ,Cause-Effect
"The New Zealander , who lived in Australia , had been been dropped off by helicopter and was walking to a hut when he fell in the Tasman Glacier area . A British climber has fallen 2 , 000ft to his death on a mountain in New Zealand , police there have said . ",walking is the cause of death ,walking ,death ,Cause-Effect
"According to information from SEACOM the outage was caused by a terrestrial break in the fibre in Egypt on the SMW4 cable system . TENET will continue to monitor and ensure that it is stable however , but from the looks of things traffic should now be flowing normally again . ",terrestrial break have no relationship to traffic ,terrestrial break ,traffic ,NONE
"The court of claims denied the motions because there was a factual dispute concerning what constituted a material breach under the employment contract . O'Brien sued , claiming he was terminated without cause , and both parties filed motions for summary judgment . ",denied have no relationship to claiming ,denied ,claiming ,NONE
"The murder trial of a suspended female employee who allegedly shot and killed two co - workers two years ago starts Monday . The murder trial for the suspended Kraft foods employee accused of shooting three co - workers , killing two of them , starts Monday . ",starts have no relationship to trial ,starts ,trial ,NONE
"They were trapped in the stairwell of the 3rd floors while trying to flee the fire broken out two floors below . THREE PEOPLE HAVE DIED IN A BLAZE that broke out at MARFIN EGNATIA BANK , on Stadiou Street , downtown Athens . ",fire have no relationship to BLAZE ,fire ,BLAZE ,NONE
"In a statement to Al - Masry Al - Youm news paper , Mahmoud Al - Goweiny , a member of the National Telecommunications Regulatory Authority's board of directors said that the cable cut happened around the same time that a different cable , owned by Telecom Egypt , was also cut , affecting services in Egypt . He also iterated that this particular undersea cable has frequently malfunctioned since late 2007 . ",affecting have no relationship to malfunctioned ,affecting ,malfunctioned ,NONE
The actress re - hired longtime attorney Shawn Holley to handle her case . ,case have no relationship to attorney ,case ,attorney ,NONE
"Andrew Lopez , 20 , was found guilty of slaying Zurana Horton , 34 , and wounding Unique Armstead , 32 , and Cheanne McKnight , 11 , in October 2011 as he targeted rival gang members . Gang member guilty in slay of Brooklyn mom of 12 ",wounding is the cause of guilty ,wounding ,guilty ,Cause-Effect
"It hit at 1 : 53 p . m . local time and was followed by at least four strong aftershocks , IRNA reported . The tourist Island of Qeshm on the Persian Gulf and seven of its villages were most strongly affected by the quake . ",followed have no relationship to quake ,followed ,quake ,NONE
The break in an undersea cable on that affected Seacom has been repaired Seacom said that its cable network was successfully repaired on 29 October 2011 and all circuits were restored to the core network as of 4 November 02 : 00 GMT . ,repaired is the cause of restored ,repaired ,restored ,Cause-Effect
"( Tue , 16 Aug 2011 ) This morning one of the Wits Internet Service providers , SEACOM , experienced an outage affecting International Internet browsing . TENET will continue to monitor and ensure that it is stable however , but from the looks of things traffic should now be flowing normally again . ",outage is the cause of monitor ,outage ,monitor ,Cause-Effect
"The quake struck yesterday afternoon at a depth of just six miles and was centred on the far western tip of Sumatra island in Aceh province . ""I see many houses were damaged and their roofs fell onto some people , "" Bensu Elianita , a 22 - year - old resident of Bukit Sama village in Central Aceh district , said shortly after the quake hit . ",struck have no relationship to fell onto ,struck ,fell onto ,NONE
"In the days following Gray's death , it's been revealed that both Mourad and Cordova have reportedly been named in five federal lawsuits with plaintiffs alleging civil rights violations . Riots Erupt Following Death of Brooklyn Teen Killed By Police ",revealed have no relationship to Erupt ,revealed ,Erupt ,NONE
Fire at Waitrose supermarket may have been arson Police are continuing to investigate a fire at a Waitrose supermarket in Wellington . ,arson have no relationship to continuing ,arson ,continuing ,NONE
"The 36 - year - old champion Klitschko , 58 - 3 with 51 knockouts , floored Thompson with a big right hand near the end of the fifth round at Stade de Suisse , and the 40 - year - old American never recovered . Wladimir Klitschko stopped Tony Thompson in the sixth round to retain his WBA , IBF and WBO heavyweight title belts Saturday night . ",floored have no relationship to stopped ,floored ,stopped ,NONE
"A 36 - year - old Australian man died on Friday after falling 150 meters from a ridge in Aoraki / Mt . Cook National Park on New Zealand ’ s South Island . The day following Rait ’ s death an inexperienced and reportedly ill - equipped mountain climber with rental gear , 31 - year - old Robert Buckley of the U . K . but living in Christchurch , New Zealand , slipped on ice and fell 700 meters to his own death elsewhere in the same National Park . ",falling have no relationship to inexperienced ,falling ,inexperienced ,NONE
"The police source , who wished to remain anonymous , said the men drove a large four - by - four car into the store in the early hours of the morning and grabbed jewelry and luxury watches worth an estimated two million euros . ",anonymous have no relationship to remain ,anonymous ,remain ,NONE
